"Datum","Land","Wert","Verzeichnis","Haupttyp"
"2014-12-08","Indonesien",1206.3,"GKV","5"
"2014-12-08","Indonesien",68.84,"GKV","5"
"2014-12-08","China",196800,"GKV","6"
"2014-12-08","China",7778.7,"GKV","2"
"2014-12-08","Deutschland",455000,"GKV","2"
"2014-12-09","Kasachstan",14553.6,"ML (GKV)","13"
"2014-12-09","Brasilien",390000,"GKV","6"
"2014-12-09","Iran",15250,"5.1","1"
"2014-12-09","China",1500,"GKV","2"
"2014-12-09","Bosnien-Herzegowina",4750,"GKV","6"
"2014-12-09","Bosnien-Herzegowina",7107,"GKV","6"
"2014-12-09","Indonesien",18147.1,"GKV","5"
"2014-12-09","Deutschland",2114,"GKV","2"
"2014-12-09","Indien",109404,"GKV","2"
"2014-12-09","Ecuador",9606.55,"ML (GKV)","10"
"2014-12-10","Weissrussland",22831,"GKV","0"
"2014-12-10","China",15258.4,"GKV","5"
"2014-12-10","Katar",26435,"GKV","2"
"2014-12-10","Indien",15400,"5.1","1"
"2014-12-10","Ukraine",2293.6,"GKV","0"
"2014-12-10","Ukraine",34282,"GKV","0"
"2014-12-10","China",67900,"GKV","2"
"2014-12-10","Indien",13965,"5.1","1"
"2014-12-10","Indien",6892,"5.1","1"
"2014-12-10","Vereinigte Arabische Emirate",6650,"5.1","1"
"2014-12-10","Vereinigte Arabische Emirate",1700,"5.1","1"
"2014-12-11","Indien",7186,"5.1","1"
"2014-12-11","Indien",9180,"GKV","1"
"2014-12-11","China",887850,"GKV","3"
"2014-12-11","China",18020,"GKV","3"
"2014-12-11","Russland",290340,"GKV","2"
"2014-12-11","Kanada",700,"5.1","1"
"2014-12-11","Kanada",450,"5.1","1"
"2014-12-11","Kanada",250,"5.1","1"
"2014-12-11","Kanada",5000,"5.1","1"
"2014-12-11","Kanada",300,"5.1","1"
"2014-12-11","Kanada",350,"5.1","1"
"2014-12-11","Kanada",7050,"5.1","1"
"2014-12-11","Kanada",2200,"5.1","1"
"2014-12-11","Kanada",7050,"5.1","1"
"2014-12-11","Kanada",600,"5.1","1"
"2014-12-11","Kanada",600,"5.1","1"
"2014-12-11","Kanada",3200,"5.1","1"
"2014-12-11","Kanada",400,"5.1","1"
"2014-12-11","Kanada",2200,"5.1","1"
"2014-12-12","Litauen",308772.56,"GKV","6"
"2014-12-12","Trinidad und Tobago",558739,"GKV","9"
"2014-12-12","USA",42897.78,"ML (GKV)","11"
"2014-12-12","USA",250,"ChKV","0"
"2014-12-12","Indien",2940,"5.1","1"
"2014-12-12","China",184934,"GKV","2"
"2014-12-12","Italien",447134,"GKV","2"
"2014-12-12","Kolumbien",12046,"5.1","1"
"2014-12-12","Ukraine",1172574,"GKV","2"
"2014-12-12","USA",27478.65,"ML (GKV)","11"
"2014-12-12","Deutschland",4207,"GKV","2"
"2014-12-12","Italien",289492,"GKV","2"
"2014-12-12","Frankreich",368204,"GKV","2"
"2014-12-12","Deutschland",215512,"GKV","7"
"2014-12-12","Russland",18752000,"ML (GKV)","17"
"2014-12-12","Russland",18318000,"ML (GKV)","17"
"2014-12-15","Thailand",2000000,"ML (GKV)","10"
"2014-12-15","Thailand",12000000,"ML (GKV)","10"
"2014-12-15","Thailand",1000000,"ML (GKV)","22"
"2014-12-15","Thailand",1,"ML (GKV)","21"
"2014-12-15","Indien",400000,"ML (GKV)","10"
"2014-12-15","Indien",135100000,"ML (GKV)","10"
"2014-12-15","Indien",20820000,"ML (GKV)","14"
"2014-12-15","Indien",200000,"ML (GKV)","22"
"2014-12-15","Ungarn",205000,"GKV","2"
"2014-12-15","Taiwan",473006,"GKV","6"
"2014-12-16","Deutschland",1373.97,"ML (GKV)","2"
"2014-12-16","Taiwan",467201,"GKV","6"
"2014-12-16","Hong Kong",62370,"GKV","3"
"2014-12-16","Israel",301648,"GKV","2"
"2014-12-16","China",121375,"GKV","2"
"2014-12-16","Kanada",1000,"5.1","1"
"2014-12-16","Kanada",50,"5.1","1"
"2014-12-16","Kanada",100,"5.1","1"
"2014-12-16","Kanada",400,"5.1","1"
"2014-12-16","Kanada",2200,"5.1","1"
"2014-12-16","China",57524,"GKV","7"
"2014-12-16","Bahrain",1900,"5.1","1"
"2014-12-16","Bahrain",6747,"5.1","1"
"2014-12-16","Bahrain",1250,"5.1","1"
"2014-12-16","Bahrain",5298,"5.1","1"
"2014-12-16","Bahrain",350,"5.1","1"
"2014-12-16","Bahrain",4644,"5.1","1"
"2014-12-17","Katar",171998.4,"ML (GKV)","13"
"2014-12-17","Katar",70000000,"ML (GKV)","14"
"2014-12-17","Katar",275000000,"ML (GKV)","10"
"2014-12-17","Katar",1,"ML (GKV)","22"
"2014-12-17","Katar",1,"ML (GKV)","21"
"2014-12-17","China",225225,"GKV","3"
"2014-12-17","Hong Kong",495000,"GKV","3"
"2014-12-17","Aserbaidschan",78638,"GKV","6"
"2014-12-17","Aserbaidschan",157275,"GKV","6"
"2014-12-17","Pakistan",538025.1,"GKV","5"
"2014-12-17","China",410000,"GKV","2"
"2014-12-17","Taiwan",263248,"GKV","2"
"2014-12-17","Indien",11250,"GKV","5"
"2014-12-17","Taiwan",235950,"GKV","6"
"2014-12-17","Russland",2038681.4,"GKV","2"
"2014-12-18","China",53360,"GKV","3"
"2014-12-18","China",1022972.7,"GKV","6"
"2014-12-18","China",1639671,"GKV","6"
"2014-12-18","China",1280000,"GKV","2"
"2014-12-18","China",900000,"GKV","2"
"2014-12-18","China",111761.4,"GKV","7"
"2014-12-18","Deutschland",15900,"GKV","1"
"2014-12-18","Israel",2475,"GKV","1"
"2014-12-18","Iran",35,"unbekannt",""
"2014-12-18","Vereinigte Arabische Emirate",575,"5.1","1"
"2014-12-18","Vereinigte Arabische Emirate",550,"5.1","1"
"2014-12-18","Vereinigte Arabische Emirate",2500,"5.1","1"
"2014-12-18","Vereinigte Arabische Emirate",1000,"5.1","1"
"2014-12-18","Vereinigte Arabische Emirate",1000,"5.1","1"
"2014-12-18","Vereinigte Arabische Emirate",500,"5.1","1"
"2014-12-18","Deutschland",1094,"GKV","0"
"2014-12-19","China",62080,"GKV","6"
"2014-12-19","Tunesien",30450,"ML (GKV)","10"
"2014-12-19","Algerien",102805,"GKV","3"
"2014-12-19","Saudi-Arabien",1355.25,"5.1","1"
"2014-12-19","Saudi-Arabien",1608.75,"5.1","1"
"2014-12-19","Myanmar",13860,"5.1","1"
"2014-12-19","Myanmar",11560.5,"5.1","1"
"2014-12-19","Myanmar",15435,"5.1","1"
"2014-12-19","China",282528,"GKV","3"
"2014-12-19","Russland",18800,"GKV","5"
"2014-12-19","Russland",48630,"GKV","5"
"2014-12-19","Russland",54605,"GKV","5"
"2014-12-19","Russland",210,"GKV","1"
"2014-12-19","Russland",690000,"GKV","7"
"2014-12-19","USA",50,"5.1","1"
"2014-12-19","China",57814,"GKV","7"
"2014-12-22","Russland",12878,"GKV","6"
"2014-12-22","Kuwait",146750,"GKV","5"
"2014-12-22","Kuwait",139104,"GKV","5"
"2014-12-22","Kuwait",119520,"GKV","5"
"2014-12-22","Indien",680000,"GKV","2"
"2014-12-23","Katar",28845.8,"GKV","7"
"2014-12-29","Saudi-Arabien",4590,"5.1","1"
"2014-12-29","China",5600,"GKV","6"
"2014-12-29","China",32000,"GKV","6"
"2014-12-29","China",698000,"GKV","6"
"2014-12-29","USA",1027,"5.1","1"
"2014-12-30","Kanada",4150,"5.1","1"
"2014-12-30","Kanada",1100,"5.1","1"
"2014-12-30","Kanada",50,"5.1","1"
"2014-12-30","Ukraine",1340025,"GKV","2"
"2014-12-30","Ukraine",556541,"GKV","2"
"2014-12-31","Russland",469277,"GKV","2"
"2014-12-31","Iran",49.4,"unbekannt",""
"2014-12-31","Iran",8.45,"unbekannt",""
"2014-12-31","Iran",37.05,"unbekannt",""
"2014-12-31","Iran",88.4,"unbekannt",""
"2014-12-31","Iran",39,"unbekannt",""
"2014-12-31","Iran",8.45,"unbekannt",""
"2015-01-06","Indien",266766,"GKV","2"
"2015-01-06","China",255995,"GKV","2"
"2015-01-06","Indien",619568,"GKV","2"
"2015-01-06","Indien",3860,"5.1","1"
"2015-01-06","Österreich",582.3,"5.1","1"
"2015-01-06","Indien",1585,"5.1","1"
"2015-01-06","Indien",2030,"5.1","1"
"2015-01-07","China",1160000,"GKV","2"
"2015-01-07","China",425000,"GKV","2"
"2015-01-07","Niederlande",142,"5.1","1"
"2015-01-07","Niederlande",156,"5.1","1"
"2015-01-07","Thailand",30000,"GKV","6"
"2015-01-07","Thailand",10735,"GKV","6"
"2015-01-07","Thailand",20220,"GKV","6"
"2015-01-07","Thailand",4274,"GKV","6"
"2015-01-07","Slowenien",303402.5,"GKV","6"
"2015-01-08","Italien",3290,"ML (GKV)","13"
"2015-01-08","Italien",11750,"ML (GKV)","13"
"2015-01-08","Italien",738.88,"ML (GKV)","13"
"2015-01-08","Italien",907.4,"ML (GKV)","13"
"2015-01-08","Rumänien",66000,"GKV","2"
"2015-01-08","Frankreich",367882,"GKV","2"
"2015-01-08","China",1575000,"GKV","2"
"2015-01-08","Brasilien",37083,"ML (GKV)","10"
"2015-01-08","Libanon",837078,"GKV","6"
"2015-01-08","Singapur",26095.5,"GKV","6"
"2015-01-08","China",852000,"GKV","2"
"2015-01-08","China",548000,"GKV","2"
"2015-01-08","Indien",2960,"5.1","1"
"2015-01-09","China",785355,"GKV","2"
"2015-01-09","China",180595,"GKV","2"
"2015-01-09","Chile",1298,"5.1","1"
"2015-01-09","China",1335300,"GKV","2"
"2015-01-09","Schweiz",1,"ML (GKV)","22"
"2015-01-09","Russland",7590,"GKV","7"
"2015-01-09","Russland",7590,"GKV","7"
"2015-01-09","Argentinien",760621.9,"GKV","2"
"2015-01-09","Argentinien",289378.1,"GKV","2"
"2015-01-09","China",392900,"GKV","2"
"2015-01-09","Indien",9042.1,"GKV","2"
"2015-01-09","China",19900,"GKV","5"
"2015-01-09","Israel",1010000,"GKV","2"
"2015-01-09","China",8300000,"GKV","2"
"2015-01-09","Indien",86300,"GKV","2"
"2015-01-12","China",48300,"GKV","3"
"2015-01-12","China",28350,"GKV","3"
"2015-01-12","China",47088,"GKV","3"
"2015-01-12","Singapur",5800,"GKV","2"
"2015-01-12","Singapur",11000,"GKV","2"
"2015-01-12","Singapur",1650,"GKV","2"
"2015-01-12","China",276000,"GKV","6"
"2015-01-12","USA",250,"ML (GKV)","13"
"2015-01-12","USA",100,"ML (GKV)","13"
"2015-01-12","USA",250,"ML (GKV)","13"
"2015-01-12","USA",150,"ML (GKV)","13"
"2015-01-12","USA",250,"ML (GKV)","13"
"2015-01-12","USA",250,"ML (GKV)","13"
"2015-01-12","USA",250,"ML (GKV)","13"
"2015-01-12","USA",250,"ML (GKV)","13"
"2015-01-13","Singapur",2412.58,"GKV","5"
"2015-01-13","China",270147,"GKV","2"
"2015-01-13","China",2577264,"GKV","2"
"2015-01-13","China",276000,"GKV","2"
"2015-01-13","China",617000,"GKV","2"
"2015-01-13","Singapur",4450,"GKV","1"
"2015-01-14","Algerien",85000,"ML (GKV)","14"
"2015-01-14","Singapur",5350,"GKV","1"
"2015-01-14","China",373794,"GKV","2"
"2015-01-14","USA",1550951.3,"GKV","2"
"2015-01-14","Slowakei",756000,"GKV","2"
"2015-01-15","China",395163,"GKV","2"
"2015-01-15","Brasilien",310000,"GKV","6"
"2015-01-15","Russland",867,"GKV","2"
"2015-01-15","China",756000,"GKV","2"
"2015-01-15","Brasilien",310000,"GKV","6"
"2015-01-15","Chile",223,"5.1","1"
"2015-01-15","Angola",388,"5.1","1"
"2015-01-15","Angola",756,"5.1","1"
"2015-01-15","Angola",226,"5.1","1"
"2015-01-15","Angola",483,"5.1","1"
"2015-01-15","China",6700,"GKV","3"
"2015-01-15","Singapur",27510,"GKV","2"
"2015-01-16","Deutschland",2112,"GKV","2"
"2015-01-16","Deutschland",360,"GKV","2"
"2015-01-16","Malaysia",108150.68,"GKV","1"
"2015-01-16","Mexiko",84,"5.1","1"
"2015-01-16","Mexiko",1383,"5.1","1"
"2015-01-16","Mexiko",69,"5.1","1"
"2015-01-16","Mexiko",650,"5.1","1"
"2015-01-16","China",930000,"GKV","7"
"2015-01-16","China",2270000,"GKV","7"
"2015-01-16","China",533000,"GKV","2"
"2015-01-16","China",85514,"GKV","2"
"2015-01-16","China",2450,"GKV","3"
"2015-01-16","Russland",760,"GKV","2"
"2015-01-19","Israel",155862,"GKV","3"
"2015-01-19","China",1200000,"GKV","2"
"2015-01-19","Oman",323810,"GKV","6"
"2015-01-19","Russland",9108,"GKV","7"
"2015-01-19","Russland",9108,"GKV","7"
"2015-01-20","Deutschland",8610,"GKV","2"
"2015-01-20","Malaysia",104880,"GKV","5"
"2015-01-20","Brasilien",1000000,"GKV","2"
"2015-01-20","Moldawien",4215,"GKV","3"
"2015-01-20","Vereinigte Arabische Emirate",13300,"GKV","6"
"2015-01-20","Vereinigte Arabische Emirate",5940,"GKV","6"
"2015-01-20","Vereinigte Arabische Emirate",22600,"GKV","6"
"2015-01-20","Vereinigte Arabische Emirate",6600,"GKV","6"
"2015-01-20","Vereinigte Arabische Emirate",60000,"GKV","6"
"2015-01-20","Vereinigte Arabische Emirate",15620,"GKV","6"
"2015-01-20","Vereinigte Arabische Emirate",41360,"ML (GKV)","5"
"2015-01-20","Vereinigte Arabische Emirate",120000,"ML (GKV)","15"
"2015-01-20","Taiwan",271200,"GKV","6"
"2015-01-20","Iran",18087.6,"unbekannt",""
"2015-01-20","Israel",50500,"GKV","2"
"2015-01-21","Russland",500,"GKV","2"
"2015-01-21","Russland",2475,"GKV","2"
"2015-01-21","China",67160,"GKV","3"
"2015-01-21","China",34500,"GKV","6"
"2015-01-21","Südafrika",20000,"ML (GKV)","18"
"2015-01-21","USA",330,"GKV","0"
"2015-01-21","China",614788.57,"GKV","2"
"2015-01-21","Frankreich",10.95,"ChKV","0"
"2015-01-21","Saudi-Arabien",4828,"GKV","3"
"2015-01-21","Vereinigte Arabische Emirate",8000000,"ML (GKV)","13"
"2015-01-21","Grossbritannien",694749,"GKV","2"
"2015-01-22","Litauen",2200,"GKV","1"
"2015-01-22","China",127701,"GKV","2"
"2015-01-22","China",306420.4,"GKV","6"
"2015-01-22","China",1018258.6,"GKV","6"
"2015-01-22","China",466701.8,"GKV","6"
"2015-01-22","China",801407.2,"GKV","6"
"2015-01-22","Ungarn",75000,"ML (GKV)","16"
"2015-01-22","Italien",256357.29,"GKV","2"
"2015-01-22","Italien",256357.29,"GKV","2"
"2015-01-22","Slowenien",5000,"GKV","0"
"2015-01-22","Slowenien",2000,"GKV","0"
"2015-01-22","Iran",2900,"ChKV","0"
"2015-01-22","Vereinigte Arabische Emirate",60000,"GKV","6"
"2015-01-22","China",1160000,"GKV","2"
"2015-01-22","China",1160000,"GKV","2"
"2015-01-23","Bulgarien",230.56,"5.1","1"
"2015-01-23","Iran",349,"unbekannt",""
"2015-01-23","Vereinigte Arabische Emirate",45000,"ML (GKV)","5"
"2015-01-23","Algerien",9830,"GKV","2"
"2015-01-23","Algerien",3460,"GKV","2"
"2015-01-26","Taiwan",115630,"GKV","6"
"2015-01-26","Vereinigte Arabische Emirate",797,"ML (GKV)","14"
"2015-01-26","Vereinigte Arabische Emirate",93513,"ML (GKV)","14"
"2015-01-26","Niederlande",2310,"GKV","2"
"2015-01-26","Portugal",101,"5.1","1"
"2015-01-26","Portugal",60,"5.1","1"
"2015-01-27","China",501810,"GKV","2"
"2015-01-27","Israel",11107.06,"GKV","0"
"2015-01-27","Tansania",2173,"GKV","3"
"2015-01-27","Tansania",2138,"GKV","3"
"2015-01-27","Oman",6330,"GKV","6"
"2015-01-27","Brasilien",9606.55,"ML (GKV)","10"
"2015-01-27","Brasilien",9606.55,"ML (GKV)","10"
"2015-01-28","Saudi-Arabien",40000,"GKV","2"
"2015-01-28","Russland",6300,"GKV","2"
"2015-01-28","China",1403641,"GKV","2"
"2015-01-28","Deutschland",5400,"GKV","2"
"2015-01-28","Deutschland",7500,"GKV","2"
"2015-01-28","Rumänien",10000,"GKV","6"
"2015-01-28","Rumänien",8625,"GKV","6"
"2015-01-28","Rumänien",4280,"GKV","6"
"2015-01-28","Rumänien",22285,"GKV","6"
"2015-01-28","China",1360000,"GKV","2"
"2015-01-28","Tschechien",377390,"GKV","2"
"2015-01-28","Mexiko",5859.75,"GKV","3"
"2015-01-28","Israel",433590,"GKV","2"
"2015-01-28","Indien",314000,"GKV","2"
"2015-01-29","China",665560,"GKV","3"
"2015-01-29","Vereinigte Arabische Emirate",4500,"GKV","6"
"2015-01-29","Singapur",405750,"GKV","2"
"2015-01-29","Indien",14525.8,"GKV","2"
"2015-01-29","Indien",5088,"5.1","1"
"2015-01-29","Indien",4976,"5.1","1"
"2015-01-29","Indien",4976,"5.1","1"
"2015-01-29","Indien",4976,"5.1","1"
"2015-01-29","Indien",5088,"5.1","1"
"2015-01-29","Indien",5088,"5.1","1"
"2015-01-29","Indien",5088,"5.1","1"
"2015-01-29","Hong Kong",171185,"GKV","3"
"2015-01-29","Vietnam",5000000,"ML (GKV)","13"
"2015-01-29","Singapur",5000000,"ML (GKV)","13"
"2015-01-29","Weissrussland",670,"5.1","1"
"2015-01-29","Weissrussland",300,"5.1","1"
"2015-01-29","Weissrussland",120,"5.1","1"
"2015-01-29","Weissrussland",242,"5.1","1"
"2015-01-29","Weissrussland",286,"5.1","1"
"2015-01-29","Weissrussland",1571,"5.1","1"
"2015-01-29","Weissrussland",242,"5.1","1"
"2015-01-29","Thailand",1500,"GKV","2"
"2015-02-02","Russland",1200000,"GKV","2"
"2015-02-02","Russland",98000,"GKV","2"
"2015-02-02","Russland",145392,"GKV","2"
"2015-02-03","Ungarn",12674.75,"GKV","2"
"2015-02-03","Italien",69000,"GKV","2"
"2015-02-03","Slowakei",40704,"GKV","3"
"2015-02-03","Iran",9928,"unbekannt",""
"2015-02-03","Taiwan",28689.6,"GKV","5"
"2015-02-03","Italien",70000,"GKV","2"
"2015-02-03","Taiwan",460000,"GKV","2"
"2015-02-03","China",16646,"GKV","3"
"2015-02-03","Taiwan",234400,"GKV","6"
"2015-02-03","Italien",17000,"GKV","2"
"2015-02-03","Macau",8800,"GKV","6"
"2015-02-03","Iran",2992,"unbekannt",""
"2015-02-03","Russland",160162,"GKV","2"
"2015-02-03","Südafrika",23800,"GKV","2"
"2015-02-03","Südafrika",3448,"GKV","2"
"2015-02-03","Deutschland",273241,"GKV","2"
"2015-02-04","Israel",798600,"GKV","6"
"2015-02-05","Israel",21999,"GKV","3"
