"Datum","Land","Wert","Verzeichnis","Haupttyp"
"2016-04-01","Mexiko",1174.13,"5.1","1"
"2016-04-01","Mexiko",301.18,"5.1","1"
"2016-04-01","Mexiko",124.42,"5.1","1"
"2016-04-01","Mexiko",377939,"GKV","2"
"2016-04-01","Mongolei",7163,"5.1","1"
"2016-04-01","Neuseeland",3878,"5.1","1"
"2016-04-01","Neuseeland",4167,"5.1","1"
"2016-04-01","Neuseeland",219,"5.1","1"
"2016-04-01","Neuseeland",6176,"5.1","1"
"2016-04-01","Neuseeland",50,"5.1","1"
"2016-04-01","Neuseeland",40,"5.1","1"
"2016-04-01","Niederlande",165000,"GKV","0"
"2016-04-01","Niederlande",463,"5.1","1"
"2016-04-01","Niederlande",1635,"GKV","2"
"2016-04-01","Niederlande",20000,"GKV","0"
"2016-04-01","Oman",311348,"GKV","5"
"2016-04-01","Oman",1000,"GKV","0"
"2016-04-01","Oman",5000,"GKV","0"
"2016-04-01","Oman",650,"5.1","1"
"2016-04-01","Oman",170916,"GKV","5"
"2016-04-01","Oman",126000,"GKV","2"
"2016-04-01","Oman",650,"5.1","1"
"2016-04-01","Oman",291356,"GKV","5"
"2016-04-01","Oman",8400,"GKV","5"
"2016-04-01","Österreich",10285,"GKV","9"
"2016-04-01","Österreich",463,"5.1","1"
"2016-04-01","Pakistan",9082,"GKV","5"
"2016-04-01","Pakistan",12458,"GKV","5"
"2016-04-01","Pakistan",10107,"GKV","5"
"2016-04-01","Pakistan",9444,"GKV","5"
"2016-04-01","Pakistan",1638230,"GKV","5"
"2016-04-01","Pakistan",1369540,"GKV","5"
"2016-04-01","Pakistan",1615840,"GKV","5"
"2016-04-01","Pakistan",5450,"GKV","5"
"2016-04-01","Pakistan",12135,"GKV","5"
"2016-04-01","Pakistan",6392,"GKV","5"
"2016-04-01","Pakistan",3033,"GKV","5"
"2016-04-01","Pakistan",5185,"GKV","5"
"2016-04-01","Pakistan",13771,"GKV","5"
"2016-04-01","Pakistan",5649,"GKV","5"
"2016-04-01","Pakistan",5040,"GKV","5"
"2016-04-01","Pakistan",2824633,"GKV","7"
"2016-04-01","Pakistan",561084.3,"GKV","5"
"2016-04-01","Paraguay",450,"5.1","1"
"2016-04-01","Paraguay",400,"5.1","1"
"2016-04-01","Philippinen",5000000,"ML (GKV)","13"
"2016-04-01","Polen",6500,"GKV","2"
"2016-04-01","Polen",339000,"GKV","2"
"2016-04-01","Polen",15000,"GKV","2"
"2016-04-01","Polen",43000,"GKV","2"
"2016-04-01","Polen",6000,"GKV","2"
"2016-04-01","Polen",11500,"GKV","2"
"2016-04-01","Katar",39347,"5.1","1"
"2016-04-01","Rumänien",16750,"GKV","2"
"2016-04-01","Rumänien",123650,"GKV","2"
"2016-04-01","Russland",843.5,"GKV","2"
"2016-04-01","Russland",19.7,"GKV","2"
"2016-04-01","Russland",96.25,"GKV","2"
"2016-04-01","Russland",779.8,"GKV","2"
"2016-04-01","Russland",1431.65,"5.1","1"
"2016-04-01","Russland",10196.5,"5.1","1"
"2016-04-01","Russland",1500.5,"5.1","1"
"2016-04-01","Russland",1571.35,"GKV","2"
"2016-04-01","Russland",4913.4,"GKV","2"
"2016-04-01","Russland",1551.6,"GKV","2"
"2016-04-01","Russland",2496.3,"GKV","2"
"2016-04-01","Russland",1603.05,"GKV","2"
"2016-04-01","Russland",1933715,"GKV","2"
"2016-04-01","Russland",297000,"GKV","2"
"2016-04-01","Russland",6940,"GKV","2"
"2016-04-01","Russland",2876.25,"GKV","2"
"2016-04-01","Russland",4313.46,"5.1","1"
"2016-04-01","Russland",10176.5,"5.1","1"
"2016-04-01","Russland",3038.33,"5.1","1"
"2016-04-01","Russland",14268.4,"5.1","1"
"2016-04-01","Russland",2263.36,"5.1","1"
"2016-04-01","Russland",1419.65,"GKV","2"
"2016-04-01","Russland",523.95,"GKV","2"
"2016-04-01","Russland",45000,"GKV","1"
"2016-04-01","Russland",329000,"GKV","1"
"2016-04-01","Russland",25000,"GKV","1"
"2016-04-01","Russland",366048,"GKV","2"
"2016-04-01","Russland",190.14,"GKV","3"
"2016-04-01","Russland",193656,"GKV","2"
"2016-04-01","Russland",607,"GKV","2"
"2016-04-01","Russland",766625,"GKV","2"
"2016-04-01","Russland",1100000,"GKV","2"
"2016-04-01","Russland",495525,"GKV","2"
"2016-04-01","Russland",85000,"GKV","2"
"2016-04-01","Russland",11945.2,"GKV","2"
"2016-04-01","Russland",12648.5,"GKV","2"
"2016-04-01","Russland",862,"GKV","2"
"2016-04-01","Russland",1708,"GKV","2"
"2016-04-01","Russland",120281,"GKV","2"
"2016-04-01","Russland",576930,"GKV","2"
"2016-04-01","Russland",3500,"GKV","2"
"2016-04-01","Russland",210000,"GKV","7"
"2016-04-01","Russland",335145,"GKV","2"
"2016-04-01","Russland",7565,"GKV","1"
"2016-04-01","Russland",6975,"GKV","2"
"2016-04-01","Russland",50616,"GKV","2"
"2016-04-01","Russland",12122,"GKV","2"
"2016-04-01","Russland",65681,"GKV","2"
"2016-04-01","Russland",458600,"GKV","2"
"2016-04-01","Russland",440810,"GKV","2"
"2016-04-01","Russland",12600,"GKV","1"
"2016-04-01","Russland",464821,"GKV","2"
"2016-04-01","Russland",1941,"GKV","2"
"2016-04-01","Russland",300000,"GKV","2"
"2016-04-01","Russland",1000000,"GKV","2"
"2016-04-01","Russland",400000,"GKV","2"
"2016-04-01","Russland",24816,"GKV","3"
"2016-04-01","Russland",30470,"GKV","2"
"2016-04-01","Russland",18008,"5.1","1"
"2016-04-01","Russland",442868,"GKV","2"
"2016-04-01","Russland",178000,"GKV","2"
"2016-04-01","Russland",210000,"GKV","2"
"2016-04-01","Russland",145055,"GKV","2"
"2016-04-01","Russland",11235,"5.1","1"
"2016-04-01","Russland",1650,"5.1","1"
"2016-04-01","Russland",784.87,"GKV","3"
"2016-04-01","Russland",30900,"GKV","7"
"2016-04-01","Russland",10124.3,"GKV","2"
"2016-04-01","Saudi-Arabien",15610,"GKV","5"
"2016-04-01","Saudi-Arabien",10600,"GKV","5"
"2016-04-01","Saudi-Arabien",168000,"GKV","5"
"2016-04-01","Saudi-Arabien",25000,"GKV","5"
"2016-04-01","Saudi-Arabien",5400,"GKV","5"
"2016-04-01","Saudi-Arabien",2000,"GKV","5"
"2016-04-01","Saudi-Arabien",34920,"GKV","5"
"2016-04-01","Saudi-Arabien",260000,"GKV","5"
"2016-04-01","Saudi-Arabien",16530,"GKV","5"
"2016-04-01","Saudi-Arabien",721030,"GKV","2"
"2016-04-01","Saudi-Arabien",4225,"GKV","5"
"2016-04-01","Saudi-Arabien",38833,"GKV","3"
"2016-04-01","Saudi-Arabien",1107,"GKV","5"
"2016-04-01","Saudi-Arabien",255.7,"GKV","3"
"2016-04-01","Saudi-Arabien",128037,"GKV","5"
"2016-04-01","Saudi-Arabien",8385,"GKV","5"
"2016-04-01","Saudi-Arabien",42600,"GKV","5"
"2016-04-01","Saudi-Arabien",279500,"GKV","7"
"2016-04-01","Saudi-Arabien",102649.28,"GKV","3"
"2016-04-01","Saudi-Arabien",500000,"GKV","5"
"2016-04-01","Saudi-Arabien",5517,"GKV","5"
"2016-04-01","Saudi-Arabien",3500,"GKV","5"
"2016-04-01","Saudi-Arabien",2834,"GKV","5"
"2016-04-01","Saudi-Arabien",377330,"GKV","5"
"2016-04-01","Saudi-Arabien",126100,"GKV","5"
"2016-04-01","Saudi-Arabien",3619160,"GKV","3"
"2016-04-01","Saudi-Arabien",2000000,"ML (GKV)","10"
"2016-04-01","Saudi-Arabien",4132,"GKV","5"
"2016-04-01","Saudi-Arabien",350000,"5.2","2"
"2016-04-01","Saudi-Arabien",1989,"GKV","5"
"2016-04-01","Saudi-Arabien",65295,"GKV","5"
"2016-04-01","Saudi-Arabien",45240,"GKV","5"
"2016-04-01","Saudi-Arabien",8410,"GKV","5"
"2016-04-01","Schweden",463,"5.1","1"
"2016-04-01","Serbien",8645,"GKV","5"
"2016-04-01","Serbien",2162,"GKV","5"
"2016-04-01","Serbien",90000,"5.2","2"
"2016-04-01","Serbien",85000,"5.2","2"
"2016-04-01","Singapur",1948000,"GKV","6"
"2016-04-01","Singapur",5000,"GKV","0"
"2016-04-01","Singapur",5000000,"ML (GKV)","13"
"2016-04-01","Singapur",4400,"GKV","1"
"2016-04-01","Singapur",650143,"GKV","2"
"2016-04-01","Singapur",313393,"GKV","2"
"2016-04-01","Singapur",6700,"ML (GKV)","4"
"2016-04-01","Singapur",4300,"GKV","1"
"2016-04-01","Singapur",2970,"ChKV","0"
"2016-04-01","Slowenien",2000,"GKV","0"
"2016-04-01","Slowenien",5000,"GKV","0"
"2016-04-01","Spanien",99000,"GKV","2"
"2016-04-01","Spanien",420000,"GKV","2"
"2016-04-01","Spanien",420000,"GKV","2"
"2016-04-01","Sri Lanka",1278.56,"5.1","1"
"2016-04-01","Sri Lanka",1480.15,"5.1","1"
"2016-04-01","Sri Lanka",10103.8,"5.1","1"
"2016-04-01","Südafrika",22600,"ML (GKV)","5"
"2016-04-01","Südafrika",37000,"ML (GKV)","5"
"2016-04-01","Südafrika",300,"GKV","5"
"2016-04-01","Südafrika",40300,"GKV","2"
"2016-04-01","Südafrika",14995,"GKV","3"
"2016-04-01","Südafrika",3610,"ML (GKV)","3"
"2016-04-01","Thailand",5000000,"ML (GKV)","13"
"2016-04-01","Thailand",975,"GKV","2"
"2016-04-01","Thailand",2928,"5.1","1"
"2016-04-01","Thailand",8161.8,"5.1","1"
"2016-04-01","Tunesien",373839,"GKV","2"
"2016-04-01","Tunesien",80000,"5.2","2"
"2016-04-01","Türkei",49500,"GKV","2"
"2016-04-01","Türkei",9350,"GKV","2"
"2016-04-01","Türkei",4800,"GKV","2"
"2016-04-01","Türkei",3430,"GKV","2"
"2016-04-01","Türkei",5500,"GKV","2"
"2016-04-01","Türkei",3850,"GKV","2"
"2016-04-01","Türkei",141474,"GKV","2"
"2016-04-01","Türkei",140223,"GKV","2"
"2016-04-01","Türkei",145719,"GKV","2"
"2016-04-01","Türkei",136414,"GKV","2"
"2016-04-01","Türkei",142889,"GKV","2"
"2016-04-01","Ukraine",7496.65,"ChKV","0"
"2016-04-01","Ukraine",4700,"5.1","1"
"2016-04-01","Ukraine",3800,"5.1","1"
"2016-04-01","Ukraine",6000,"5.1","1"
"2016-04-01","Ukraine",1900,"5.1","1"
"2016-04-01","Ukraine",4250,"GKV","0"
"2016-04-01","Ukraine",2281.7,"GKV","0"
"2016-04-01","Ukraine",40625,"GKV","0"
"2016-04-01","Ukraine",366.52,"GKV","3"
"2016-04-01","Ukraine",9000,"5.1","1"
"2016-04-01","Ukraine",7500,"5.1","1"
"2016-04-01","Ukraine",28000,"5.1","1"
"2016-04-01","Ukraine",5400,"5.1","1"
"2016-04-01","Ukraine",84960,"GKV","5"
"2016-04-01","Ukraine",279,"GKV","2"
"2016-04-01","Ukraine",693.7,"GKV","2"
"2016-04-01","Ukraine",237.7,"GKV","2"
"2016-04-01","Ukraine",477.8,"GKV","2"
"2016-04-01","Ungarn",198610,"GKV","2"
"2016-04-01","Ungarn",231000,"GKV","2"
"2016-04-01","Ungarn",6375,"GKV","5"
"2016-04-01","Ungarn",956.25,"GKV","5"
"2016-04-01","Ungarn",490000,"GKV","2"
"2016-04-01","Vereinigte Arabische Emirate",257646,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",74000,"ML (GKV)","5"
"2016-04-01","Vereinigte Arabische Emirate",45200,"ML (GKV)","5"
"2016-04-01","Vereinigte Arabische Emirate",144258.25,"ML (GKV)","7"
"2016-04-01","Vereinigte Arabische Emirate",114947,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",95789,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",410000,"GKV","2"
"2016-04-01","Vereinigte Arabische Emirate",0,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",9143,"ML (GKV)","15"
"2016-04-01","Vereinigte Arabische Emirate",1051,"5.1","1"
"2016-04-01","Vereinigte Arabische Emirate",853,"5.1","1"
"2016-04-01","Vereinigte Arabische Emirate",8431,"5.1","1"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",12000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",20000,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",1400,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",120667,"GKV","5"
"2016-04-01","Vereinigte Arabische Emirate",78000,"ML (GKV)","5"
"2016-04-01","USA",1417316,"ML (GKV)","18"
"2016-04-01","USA",372783,"GKV","2"
"2016-04-01","USA",250000,"GKV","0"
"2016-04-01","USA",124060,"ML (GKV)","18"
"2016-04-01","USA",2967713.95,"ML (GKV)","18"
"2016-04-01","USA",17000,"GKV","5"
"2016-04-01","USA",200000,"GKV","0"
"2016-04-01","Vietnam",526753,"GKV","5"
"2016-04-01","Vietnam",230000,"GKV","2"
"2016-04-01","Vietnam",20000,"ML (GKV)","22"
"2016-07-01","Ägypten",4000,"GKV","5"
"2016-07-01","Ägypten",120000,"ML (GKV)","13"
"2016-07-01","Ägypten",120000,"ML (GKV)","13"
"2016-07-01","Ägypten",5040,"5.1","1"
"2016-07-01","Ägypten",12476,"GKV","2"
"2016-07-01","Ägypten",1150.93,"GKV","5"
"2016-07-01","Ägypten",4000,"GKV","5"
"2016-07-01","Ägypten",53000,"GKV","2"
"2016-07-01","Ägypten",4000,"GKV","5"
"2016-07-01","Algerien",280000,"ML (GKV)","14"
"2016-07-01","Aserbaidschan",614100,"ML (GKV)","5"
"2016-07-01","Australien",5,"GKV","1"
"2016-07-01","Australien",747,"ML (GKV)","11"
"2016-07-01","Bahrain",137333,"ML (GKV)","5"
"2016-07-01","Bahrain",2606,"5.1","1"
"2016-07-01","Bahrain",2085,"5.1","1"
"2016-07-01","Bahrain",1500,"5.1","1"
"2016-07-01","Bahrain",2335,"5.1","1"
"2016-07-01","Weissrussland",45120,"GKV","5"
"2016-07-01","Weissrussland",31728.5,"GKV","0"
"2016-07-01","Weissrussland",185,"GKV","2"
"2016-07-01","Weissrussland",7064,"5.1","1"
"2016-07-01","Weissrussland",790,"5.1","1"
"2016-07-01","Belgien",127,"5.1","1"
"2016-07-01","Belgien",194,"5.1","1"
"2016-07-01","Belgien",124,"5.1","1"
"2016-07-01","Belgien",114,"5.1","1"
"2016-07-01","Belgien",286,"5.1","1"
"2016-07-01","Belgien",381.05,"5.1","1"
"2016-07-01","Belgien",227.95,"5.1","1"
"2016-07-01","Belgien",137.05,"5.1","1"
"2016-07-01","Belgien",194.45,"5.1","1"
"2016-07-01","Belgien",1244.1,"5.1","1"
"2016-07-01","Belgien",933.05,"5.1","1"
"2016-07-01","Belgien",720,"5.1","1"
"2016-07-01","Belgien",680,"5.1","1"
"2016-07-01","Belgien",223.05,"5.1","1"
"2016-07-01","Belgien",326461,"GKV","2"
"2016-07-01","Belgien",782.4,"5.1","1"
"2016-07-01","Belgien",334.6,"5.1","1"
"2016-07-01","Belgien",291.65,"5.1","1"
"2016-07-01","Belgien",490.15,"5.1","1"
"2016-07-01","Belgien",762.1,"5.1","1"
"2016-07-01","Benin",8601.12,"GKV","5"
"2016-07-01","Bosnien-Herzegowina",219300,"GKV","6"
"2016-07-01","Brasilien",1532.55,"5.1","1"
"2016-07-01","Brasilien",45000,"ML (GKV)","10"
"2016-07-01","Brasilien",25000,"ML (GKV)","10"
"2016-07-01","Brasilien",47000,"ML (GKV)","10"
"2016-07-01","Brasilien",24500,"ML (GKV)","10"
"2016-07-01","Brasilien",320,"5.1","1"
"2016-07-01","Brasilien",1955,"5.1","1"
"2016-07-01","Brasilien",1955,"5.1","1"
"2016-07-01","Brasilien",1972,"5.1","1"
"2016-07-01","Brasilien",8445,"5.1","1"
"2016-07-01","Brasilien",7021.45,"5.1","1"
"2016-07-01","Brasilien",3894,"ML (GKV)","15"
"2016-07-01","Brasilien",15348,"ML (GKV)","5"
"2016-07-01","Brasilien",1554,"5.1","1"
"2016-07-01","Brasilien",5283,"ML (GKV)","10"
"2016-07-01","Brasilien",9668.03,"ML (GKV)","10"
"2016-07-01","Burkina Faso",8645,"GKV","5"
"2016-07-01","Burkina Faso",2162,"GKV","5"
"2016-07-01","Chile",9500,"GKV","5"
"2016-07-01","Taiwan",680000,"GKV","2"
"2016-07-01","Taiwan",1364,"5.1","1"
"2016-07-01","Taiwan",7421.4,"5.1","1"
"2016-07-01","Taiwan",354671,"GKV","2"
"2016-07-01","Taiwan",701.7,"5.1","1"
"2016-07-01","Taiwan",2159.1,"5.1","1"
"2016-07-01","Taiwan",244.1,"5.1","1"
"2016-07-01","Taiwan",887.9,"5.1","1"
"2016-07-01","Taiwan",39864.45,"GKV","2"
"2016-07-01","Taiwan",230000,"GKV","2"
"2016-07-01","Taiwan",355000,"GKV","2"
"2016-07-01","China",298297,"GKV","2"
"2016-07-01","China",201273,"GKV","2"
"2016-07-01","China",127600,"GKV","6"
"2016-07-01","China",1337255,"GKV","2"
"2016-07-01","China",440000,"GKV","6"
"2016-07-01","China",2055.9,"GKV","2"
"2016-07-01","China",590.6,"GKV","2"
"2016-07-01","China",1695.45,"GKV","2"
"2016-07-01","China",14353.3,"5.1","1"
"2016-07-01","China",5490,"5.1","1"
"2016-07-01","China",7225,"GKV","5"
"2016-07-01","China",1200000,"GKV","2"
"2016-07-01","China",273732,"GKV","2"
"2016-07-01","China",662000,"GKV","2"
"2016-07-01","China",245739,"GKV","2"
"2016-07-01","China",1316336,"GKV","2"
"2016-07-01","China",202500,"GKV","2"
"2016-07-01","China",562641,"GKV","2"
"2016-07-01","China",30000,"GKV","2"
"2016-07-01","China",352421.59,"GKV","7"
"2016-07-01","China",9866000,"GKV","2"
"2016-07-01","China",200000,"GKV","6"
"2016-07-01","China",760.87,"GKV","3"
"2016-07-01","China",570000,"GKV","2"
"2016-07-01","China",1190000,"GKV","2"
"2016-07-01","China",434359,"GKV","2"
"2016-07-01","China",8263.05,"GKV","2"
"2016-07-01","China",8715.2,"GKV","2"
"2016-07-01","China",452818,"ML (GKV)","5"
"2016-07-01","China",15950,"5.2","2"
"2016-07-01","China",1061000,"GKV","2"
"2016-07-01","China",13000,"GKV","1"
"2016-07-01","China",271631,"GKV","2"
"2016-07-01","China",370000,"GKV","2"
"2016-07-01","China",585000,"GKV","2"
"2016-07-01","China",440000,"GKV","6"
"2016-07-01","China",440000,"GKV","6"
"2016-07-01","China",1295000,"GKV","2"
"2016-07-01","China",629258.26,"GKV","7"
"2016-07-01","China",253819,"GKV","2"
"2016-07-01","China",57520,"GKV","3"
"2016-07-01","China",370000,"GKV","2"
"2016-07-01","China",849197.3,"GKV","2"
"2016-07-01","China",1047168,"GKV","2"
"2016-07-01","China",1324388,"GKV","2"
"2016-07-01","China",11458.8,"GKV","2"
"2016-07-01","China",102000,"GKV","2"
"2016-07-01","China",55643,"GKV","6"
"2016-07-01","China",124957,"GKV","2"
"2016-07-01","China",10820000,"GKV","2"
"2016-07-01","China",263,"5.1","1"
"2016-07-01","China",1465,"5.1","1"
"2016-07-01","China",435,"5.1","1"
"2016-07-01","China",6405,"5.1","1"
"2016-07-01","China",1590000,"GKV","2"
"2016-07-01","China",61362,"GKV","6"
"2016-07-01","China",664000,"GKV","2"
"2016-07-01","China",15750,"5.1","1"
"2016-07-01","Costa Rica",236650,"GKV","2"
"2016-07-01","Deutschland",5400,"GKV","2"
"2016-07-01","Deutschland",8640,"GKV","2"
"2016-07-01","Deutschland",9350,"GKV","2"
"2016-07-01","Deutschland",11550,"GKV","2"
"2016-07-01","Deutschland",593360,"ML (GKV)","10"
"2016-07-01","Deutschland",2566.14,"GKV","5"
"2016-07-01","Deutschland",9815,"GKV","6"
"2016-07-01","Deutschland",14989,"GKV","5"
"2016-07-01","Deutschland",8514,"GKV","5"
"2016-07-01","Deutschland",26000,"GKV","2"
"2016-07-01","Deutschland",16500,"GKV","2"
"2016-07-01","Deutschland",1980,"GKV","2"
"2016-07-01","Deutschland",2566.14,"GKV","5"
"2016-07-01","Deutschland",16000,"GKV","2"
"2016-07-01","Deutschland",2566.14,"GKV","5"
"2016-07-01","Deutschland",93000,"GKV","2"
"2016-07-01","Deutschland",127715.11,"GKV","5"
"2016-07-01","Deutschland",13500,"GKV","2"
"2016-07-01","Deutschland",1350,"GKV","5"
"2016-07-01","Deutschland",130400,"GKV","2"
"2016-07-01","Deutschland",22000,"GKV","2"
"2016-07-01","Deutschland",4400,"GKV","2"
"2016-07-01","Deutschland",490,"ChKV","0"
"2016-07-01","Deutschland",6.65,"ChKV","0"
"2016-07-01","Deutschland",400806,"GKV","2"
"2016-07-01","Deutschland",3133,"GKV","5"
"2016-07-01","Deutschland",9500,"GKV","2"
"2016-07-01","Deutschland",100,"ML (GKV)","13"
"2016-07-01","Deutschland",55045.8,"GKV","5"
"2016-07-01","Deutschland",43500,"ML (GKV)","14"
"2016-07-01","Deutschland",4,"GKV","1"
"2016-07-01","Deutschland",3,"GKV","1"
"2016-07-01","Deutschland",12000,"ML (GKV)","17"
"2016-07-01","Deutschland",10000,"GKV","2"
"2016-07-01","Deutschland",279055,"GKV","2"
"2016-07-01","Deutschland",35000,"GKV","2"
"2016-07-01","Deutschland",7000,"GKV","2"
"2016-07-01","Deutschland",71123,"GKV","2"
"2016-07-01","Deutschland",38500,"GKV","2"
"2016-07-01","Deutschland",100,"GKV","1"
"2016-07-01","Deutschland",20,"GKV","1"
"2016-07-01","Deutschland",200,"5.1","1"
"2016-07-01","Deutschland",143,"5.1","1"
"2016-07-01","Ecuador",6397.9,"5.1","1"
"2016-07-01","Elfenbeinküste",9505,"GKV","3"
"2016-07-01","Frankreich",314,"5.1","1"
"2016-07-01","Frankreich",130000,"GKV","2"
"2016-07-01","Frankreich",330703,"GKV","2"
"2016-07-01","Frankreich",1398.15,"5.1","1"
"2016-07-01","Frankreich",82500,"GKV","2"
"2016-07-01","Frankreich",28152,"GKV","5"
"2016-07-01","Frankreich",51000,"GKV","5"
"2016-07-01","Frankreich",110000,"GKV","2"
"2016-07-01","Frankreich",25000,"GKV","2"
"2016-07-01","Frankreich",6375,"GKV","5"
"2016-07-01","Frankreich",31.15,"GKV","0"
"2016-07-01","Frankreich",163.8,"GKV","0"
"2016-07-01","Frankreich",270,"5.1","1"
"2016-07-01","Frankreich",380,"5.1","1"
"2016-07-01","Frankreich",150,"5.1","1"
"2016-07-01","Frankreich",406391,"GKV","2"
"2016-07-01","Frankreich",509,"5.1","1"
"2016-07-01","Frankreich",336840,"GKV","2"
"2016-07-01","Frankreich",6663,"5.1","1"
"2016-07-01","Frankreich",10920,"ML (GKV)","13"
"2016-07-01","Frankreich",14450,"GKV","5"
"2016-07-01","Frankreich",25476,"GKV","6"
"2016-07-01","Frankreich",284987,"GKV","2"
"2016-07-01","Frankreich",503421,"GKV","2"
"2016-07-01","Frankreich",982.02,"GKV","3"
"2016-07-01","Frankreich",391782,"GKV","2"
"2016-07-01","Frankreich",646304,"GKV","2"
"2016-07-01","Frankreich",339998,"GKV","2"
"2016-07-01","Frankreich",138.8,"5.1","1"
"2016-07-01","Frankreich",424819,"GKV","2"
"2016-07-01","Frankreich",14450,"GKV","5"
"2016-07-01","Frankreich",16789.5,"ML (GKV)","13"
"2016-07-01","Frankreich",16789.5,"ML (GKV)","13"
"2016-07-01","Ghana",8269,"GKV","5"
"2016-07-01","Ghana",3032,"GKV","5"
"2016-07-01","Ghana",4000,"GKV","5"
"2016-07-01","Griechenland",269892,"GKV","2"
"2016-07-01","Grossbritannien",187835,"GKV","2"
"2016-07-01","Hong Kong",453000,"GKV","2"
"2016-07-01","Hong Kong",453000,"GKV","2"
"2016-07-01","Hong Kong",165320,"GKV","5"
"2016-07-01","Hong Kong",5900,"GKV","5"
"2016-07-01","Hong Kong",280,"GKV","5"
"2016-07-01","Indien",8219,"GKV","5"
"2016-07-01","Indien",654352,"GKV","2"
"2016-07-01","Indien",1700000,"GKV","7"
"2016-07-01","Indien",2900,"GKV","1"
"2016-07-01","Indien",15000,"ML (GKV)","17"
"2016-07-01","Indien",4500,"GKV","2"
"2016-07-01","Indien",2520,"GKV","2"
"2016-07-01","Indien",383000,"GKV","2"
"2016-07-01","Indien",2971,"5.1","1"
"2016-07-01","Indien",8519,"5.1","1"
"2016-07-01","Indien",2700,"GKV","2"
"2016-07-01","Indien",250800,"GKV","2"
"2016-07-01","Indien",243200,"GKV","2"
"2016-07-01","Indien",45000,"GKV","2"
"2016-07-01","Indien",1008,"GKV","2"
"2016-07-01","Indien",4739,"GKV","2"
"2016-07-01","Indien",3622.5,"GKV","2"
"2016-07-01","Indien",1395,"GKV","2"
"2016-07-01","Indien",9229.2,"GKV","2"
"2016-07-01","Indien",9229.2,"GKV","2"
"2016-07-01","Indien",8538,"GKV","2"
"2016-07-01","Indien",4510,"5.1","1"
"2016-07-01","Indien",10500,"ML (GKV)","5"
"2016-07-01","Indien",8366.6,"GKV","2"
"2016-07-01","Indien",688740,"GKV","5"
"2016-07-01","Indien",305875,"GKV","3"
"2016-07-01","Indien",107731,"GKV","3"
"2016-07-01","Indien",1561100,"GKV","5"
"2016-07-01","Indien",410000,"GKV","2"
"2016-07-01","Indien",1445,"5.1","1"
"2016-07-01","Indien",1622,"5.1","1"
"2016-07-01","Indien",10027.35,"GKV","2"
"2016-07-01","Indien",7521.5,"5.1","1"
"2016-07-01","Indien",7508.2,"5.1","1"
"2016-07-01","Indien",4485,"5.1","1"
"2016-07-01","Indien",16740,"GKV","2"
"2016-07-01","Indonesien",20000,"GKV","5"
"2016-07-01","Indonesien",2700,"GKV","5"
"2016-07-01","Indonesien",79270,"5.1","1"
"2016-07-01","Indonesien",429628,"ML (GKV)","5"
"2016-07-01","Indonesien",43058.9,"GKV","3"
"2016-07-01","Indonesien",43058.9,"GKV","3"
"2016-07-01","Indonesien",376655.16,"GKV","9"
"2016-07-01","Indonesien",376655.16,"GKV","9"
"2016-07-01","Irak",114390,"GKV","5"
"2016-07-01","Irak",258903,"GKV","5"
"2016-07-01","Iran",271161,"GKV","2"
"2016-07-01","Iran",7541.42,"unbekannt",""
"2016-07-01","Iran",95329,"5.1","1"
